The following lines contain 2177 text messages, one per line. Each text message can be classified as spam or ham (i.e., not spam).

You will be asked to answer questions about the aggregate label statistics across all 2177 examples in this dataset. Do not try to guess, estimate, or approximate the result. Calculate the exact answer given these datapoints.

Date: Apr 01, 2025 || User: 23965 || Instance: Compliments to you. Was away from the system. How your side. 
Date: Mar 06, 2025 || User: 87223 || Instance: Only once then after ill obey all yours. 
Date: Mar 29, 2022 || User: 37617 || Instance: Ya had just now.onion roast. 
Date: Apr 26, 2023 || User: 88300 || Instance: I am joining today formally.Pls keep praying.will talk later. 
Date: Jul 31, 2022 || User: 70806 || Instance: No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info 
Date: Mar 02, 2024 || User: 55993 || Instance: Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324 
Date: Sep 07, 2022 || User: 72029 || Instance: Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word). 
Date: Jun 28, 2024 || User: 44633 || Instance: Audrie lousy autocorrect 
Date: May 30, 2025 || User: 29317 || Instance: Also remember the beads don't come off. Ever. 
Date: Jun 21, 2025 || User: 69416 || Instance: Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW! 
Date: Feb 28, 2022 || User: 88656 || Instance: Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app  
Date: May 27, 2025 || User: 88249 || Instance: K go and sleep well. Take rest:-). 
Date: Jan 28, 2023 || User: 95835 || Instance: Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm 
Date: Mar 14, 2025 || User: 84974 || Instance: Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner 
Date: Jun 19, 2023 || User: 12759 || Instance: Greetings me, ! Consider yourself excused. 
Date: Nov 13, 2023 || User: 32870 || Instance: Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/ 
Date: Dec 07, 2023 || User: 13289 || Instance: YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call. 
Date: Mar 29, 2022 || User: 55235 || Instance: Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870 
Date: Nov 23, 2023 || User: 57417 || Instance: Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp 
Date: Oct 09, 2024 || User: 40653 || Instance: Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx 
Date: Jul 28, 2023 || User: 48472 || Instance: Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone 
Date: Sep 15, 2024 || User: 74608 || Instance: You have 1 new message. Please call 08718738034. 
Date: Aug 09, 2022 || User: 25492 || Instance: No she didnt. I will search online and let you know. 
Date: Jun 24, 2022 || User: 87021 || Instance: Yeah I am, so I'll leave maybe 7ish? 
Date: Aug 08, 2022 || User: 35198 || Instance: They don't put that stuff on the roads to keep it from getting slippery over there? 
Date: Jun 09, 2022 || User: 70806 || Instance: If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy  
Date: Nov 21, 2023 || User: 30732 || Instance: Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q 
Date: Dec 24, 2023 || User: 14234 || Instance: URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only 
Date: Jun 26, 2023 || User: 22976 || Instance: We'll you pay over like  &lt;#&gt; yrs so its not too difficult 
Date: Jul 24, 2022 || User: 35198 || Instance: Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend 
Date: Oct 04, 2024 || User: 43433 || Instance: Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence 
Date: Jul 24, 2024 || User: 55497 || Instance: GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd 
Date: Jan 15, 2025 || User: 88656 || Instance: Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18 
Date: Oct 27, 2022 || User: 73080 || Instance: Blank is Blank. But wat is blank? Lol 
Date: Aug 22, 2024 || User: 33376 || Instance: Can... I'm free... 
Date: Mar 02, 2022 || User: 75595 || Instance: "Are you comingdown later?" 
Date: Jul 06, 2024 || User: 80388 || Instance: URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only 
Date: May 27, 2023 || User: 51073 || Instance: What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother 
Date: Mar 05, 2025 || User: 38024 || Instance: Where is it. Is there any opening for mca. 
Date: May 13, 2024 || User: 11111 || Instance: This pay is  &lt;DECIMAL&gt;  lakhs:) 
Date: Jan 12, 2025 || User: 35198 || Instance: Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a 
Date: Dec 29, 2022 || User: 63241 || Instance: I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same. 
Date: May 16, 2024 || User: 84410 || Instance: Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will! 
Date: May 14, 2023 || User: 22908 || Instance: URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm 
Date: Jan 08, 2023 || User: 84115 || Instance: Should I head straight there or what 
Date: Jan 09, 2023 || User: 46032 || Instance: Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL 
Date: Mar 02, 2023 || User: 91792 || Instance: I can. But it will tell quite long, cos i haven't finish my film yet... 
Date: Sep 11, 2024 || User: 93404 || Instance: Oh baby of the house. How come you dont have any new pictures on facebook 
Date: Sep 30, 2023 || User: 42736 || Instance: Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062. 
Date: Aug 14, 2023 || User: 20982 || Instance: Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:"Dont wake up early in d mrng'' GOOD night 
Date: Jun 05, 2023 || User: 92107 || Instance: Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records 
Date: Feb 01, 2025 || User: 90709 || Instance: How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying? 
Date: Feb 07, 2025 || User: 81170 || Instance: And maybe some pressies 
Date: Mar 22, 2022 || User: 23605 || Instance: K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else 
Date: Apr 04, 2025 || User: 30149 || Instance: U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08 
Date: Aug 02, 2022 || User: 40398 || Instance: We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW 
Date: Mar 21, 2025 || User: 75595 || Instance: FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk 
Date: Dec 19, 2024 || User: 74714 || Instance: Friends that u can stay on fb chat with 
Date: Feb 05, 2025 || User: 82971 || Instance: Would really appreciate if you call me. Just need someone to talk to. 
Date: Jan 19, 2024 || User: 51941 || Instance: Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today. 
Date: Jan 28, 2023 || User: 36952 || Instance: Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy 
Date: Apr 08, 2024 || User: 30149 || Instance: URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only 
Date: Jan 03, 2024 || User: 95835 || Instance: So what about you. What do you remember 
Date: Nov 28, 2022 || User: 57417 || Instance: Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk 
Date: Jan 30, 2024 || User: 19732 || Instance: A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 
Date: Dec 31, 2022 || User: 59242 || Instance: Does she usually take fifteen fucking minutes to respond to a yes or no question 
Date: Apr 06, 2024 || User: 92389 || Instance: Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub 
Date: Nov 16, 2022 || User: 94904 || Instance: Man this bus is so so so slow. I think you're gonna get there before me 
Date: Aug 22, 2023 || User: 30149 || Instance: Yo! Howz u? girls never rang after india. L 
Date: Apr 26, 2025 || User: 78815 || Instance: Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different 
Date: May 10, 2025 || User: 43658 || Instance: Is ur lecture over? 
Date: Apr 18, 2023 || User: 15884 || Instance: U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon... 
Date: Apr 09, 2024 || User: 91792 || Instance: Where in abj are you serving. Are you staying with dad or alone. 
Date: Jun 16, 2023 || User: 14234 || Instance: U're welcome... Caught u using broken english again... 
Date: Jan 29, 2023 || User: 32436 || Instance: He's just gonna worry for nothing. And he won't give you money its no use. 
Date: Aug 26, 2023 || User: 81145 || Instance: Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again 
Date: Mar 12, 2024 || User: 91010 || Instance: pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL 
Date: Oct 12, 2024 || User: 27394 || Instance: You still at grand prix? 
Date: Nov 11, 2024 || User: 94422 || Instance: Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n 
Date: Jul 25, 2022 || User: 83547 || Instance: Yes, my reg is  Ciao! 
Date: Apr 27, 2024 || User: 53445 || Instance: FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv 
Date: Jan 29, 2025 || User: 12759 || Instance: Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out 
Date: Feb 26, 2025 || User: 51359 || Instance: meet you in corporation st outside gap … you can see how my mind is working! 
Date: Aug 23, 2023 || User: 42280 || Instance: Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out. 
Date: May 08, 2025 || User: 93456 || Instance: Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p 
Date: Sep 08, 2024 || User: 38851 || Instance: Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out 
Date: Aug 07, 2023 || User: 74817 || Instance: Awesome question with a cute answer: Someone asked a boy "how is ur life?" . . He smiled &amp; answered: . . "She is fine!" Gudnite 
Date: Jul 08, 2022 || User: 41222 || Instance: I am 6 ft. We will be a good combination! 
Date: Jun 05, 2022 || User: 69775 || Instance: 2 laptop... I noe infra but too slow lar... I wan fast one 
Date: Jan 21, 2025 || User: 26578 || Instance: Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS) 
Date: Dec 24, 2023 || User: 59242 || Instance: I'm not coming over, do whatever you want 
Date: Jul 30, 2024 || User: 57948 || Instance: Wat time u finish ur lect today? 
Date: Jun 04, 2022 || User: 40178 || Instance: Yeah there's quite a bit left, I'll swing by tomorrow when I get up 
Date: May 28, 2022 || User: 40398 || Instance: Can you say what happen 
Date: Mar 30, 2023 || User: 66699 || Instance: Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow 
Date: Sep 01, 2022 || User: 30149 || Instance: Yo my trip got postponed, you still stocked up? 
Date: Oct 30, 2022 || User: 78090 || Instance: Awesome, think we can get an 8th at usf some time tonight? 
Date: Nov 01, 2023 || User: 34851 || Instance: Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ? 
Date: Nov 30, 2023 || User: 73779 || Instance: Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly 
Date: Dec 18, 2023 || User: 32977 || Instance: Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply. 
Date: Nov 23, 2024 || User: 97608 || Instance: Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186  
Date: Aug 22, 2023 || User: 43129 || Instance: We'll join the  &lt;#&gt;  bus 
Date: Nov 23, 2023 || User: 43685 || Instance: K, I'll work something out 
Date: Jun 10, 2025 || User: 60893 || Instance: Are you angry with me. What happen dear 
Date: Dec 15, 2023 || User: 82971 || Instance: Ugh. Gotta drive back to sd from la. My butt is sore. 
Date: Jul 09, 2024 || User: 32532 || Instance: HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call 
Date: Feb 16, 2024 || User: 36991 || Instance: Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th 
Date: Nov 21, 2023 || User: 36952 || Instance: Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16 
Date: Oct 31, 2023 || User: 89992 || Instance: Ok. She'll be ok. I guess 
Date: Jun 03, 2022 || User: 13645 || Instance: K, wat s tht incident? 
Date: May 04, 2025 || User: 30149 || Instance: Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house 
Date: Oct 25, 2022 || User: 27015 || Instance: alright, I'll make sure the car is back tonight 
Date: Mar 06, 2025 || User: 59242 || Instance: Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821 
Date: Feb 16, 2023 || User: 71102 || Instance: <Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches 
Date: Sep 09, 2024 || User: 67277 || Instance: tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful! 
Date: Jul 18, 2024 || User: 42289 || Instance: PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04 
Date: Sep 03, 2023 || User: 52109 || Instance: Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg 
Date: Jun 25, 2022 || User: 87186 || Instance: I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day 
Date: Jan 07, 2025 || User: 61942 || Instance: That's cool, I'll come by like  &lt;#&gt; ish 
Date: Feb 12, 2024 || User: 41953 || Instance: I love to cuddle! I want to hold you in my strong arms right now... 
Date: Jan 05, 2025 || User: 29224 || Instance: As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470 
Date: Apr 18, 2022 || User: 48675 || Instance: Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082 
Date: Apr 04, 2023 || User: 74531 || Instance: Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want 
Date: Dec 18, 2022 || User: 38574 || Instance: Detroit. The home of snow. Enjoy it. 
Date: Apr 23, 2022 || User: 48675 || Instance: Ok set let u noe e details later... 
Date: Dec 11, 2024 || User: 44337 || Instance: Really? I crashed out cuddled on my sofa. 
Date: Jul 03, 2023 || User: 36821 || Instance: Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ... 
Date: Mar 05, 2022 || User: 84831 || Instance: 74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC 
Date: Sep 30, 2023 || User: 28743 || Instance: What he said is not the matter. My mind saying some other matter is there. 
Date: May 23, 2022 || User: 86036 || Instance: Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.  
Date: Jul 05, 2022 || User: 87718 || Instance: This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com 
Date: Mar 24, 2023 || User: 43658 || Instance: twenty past five he said will this train have been to durham already or not coz i am in a reserved seat 
Date: Apr 18, 2022 || User: 90066 || Instance: FreeMsg>FAV XMAS TONES!Reply REAL 
Date: Aug 06, 2024 || User: 36821 || Instance: u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020 
Date: Aug 22, 2023 || User: 69416 || Instance: I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that. 
Date: Dec 23, 2022 || User: 85946 || Instance: December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906  
Date: Dec 16, 2024 || User: 96507 || Instance: Missed call alert. These numbers called but left no message. 07008009200 
Date: Jun 08, 2022 || User: 36730 || Instance: Tunde, how are you doing. This is just wishing you a great day. Abiola. 
Date: May 08, 2023 || User: 22213 || Instance: PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04 
Date: Jul 31, 2022 || User: 59229 || Instance: Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020. 
Date: Apr 20, 2024 || User: 87186 || Instance: Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day. 
Date: Jun 22, 2023 || User: 91226 || Instance: Dunno da next show aft 6 is 850. Toa payoh got 650. 
Date: May 17, 2025 || User: 53870 || Instance: No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info 
Date: Jun 21, 2022 || User: 56842 || Instance: Match started.india  &lt;#&gt;  for 2 
Date: Dec 17, 2023 || User: 73168 || Instance: You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+ 
Date: Apr 20, 2024 || User: 79821 || Instance: Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+  
Date: Nov 11, 2023 || User: 83151 || Instance: Please attend the phone:) 
Date: Mar 12, 2022 || User: 78655 || Instance: Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL 
Date: Aug 05, 2024 || User: 69775 || Instance: Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry 
Date: Apr 09, 2024 || User: 36952 || Instance: Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable. 
Date: Dec 16, 2024 || User: 18596 || Instance: Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA 
Date: Apr 27, 2023 || User: 68620 || Instance: U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16 
Date: Jan 25, 2023 || User: 74842 || Instance: Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821 
Date: Jun 27, 2022 || User: 52132 || Instance: I accidentally brought em home in the box 
Date: Jan 19, 2024 || User: 66116 || Instance: Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate 
Date: May 23, 2022 || User: 52168 || Instance: Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware! 
Date: Mar 15, 2025 || User: 60893 || Instance: Ugh y can't u just apologize, admit u were wrong and ask me to take u back? 
Date: Mar 05, 2022 || User: 49529 || Instance: Dont think so. It turns off like randomlly within 5min of opening 
Date: Dec 10, 2023 || User: 22976 || Instance: Aight no rush, I'll ask jay 
Date: May 08, 2022 || User: 94513 || Instance: Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago. 
Date: Nov 09, 2022 || User: 91792 || Instance: Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG* 
Date: Mar 01, 2024 || User: 68959 || Instance: ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18 
Date: May 26, 2024 || User: 66579 || Instance: URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only 
Date: Mar 27, 2022 || User: 28859 || Instance: Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE 
Date: Dec 07, 2023 || User: 11361 || Instance: You have 1 new message. Please call 08715205273 
Date: May 17, 2022 || User: 66029 || Instance: Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged 
Date: Nov 27, 2024 || User: 22081 || Instance: 18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222. 
Date: Mar 12, 2025 || User: 74608 || Instance: Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR 
Date: May 30, 2023 || User: 33798 || Instance: Yeah imma come over cause jay wants to do some drugs 
Date: Feb 17, 2025 || User: 11655 || Instance: Oh Howda gud gud.. Mathe en samachara chikku:-) 
Date: Sep 04, 2024 || User: 58919 || Instance: Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists. 
Date: Jan 17, 2024 || User: 59470 || Instance: You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99 
Date: Jun 26, 2024 || User: 36254 || Instance: Edison has rightly said, "A fool can ask more questions than a wise man can answer" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-) 
Date: Dec 08, 2023 || User: 27239 || Instance: PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04  
Date: Dec 02, 2024 || User: 44317 || Instance: How are you enjoying this semester? Take care brother. 
Date: Nov 17, 2023 || User: 37617 || Instance: Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201. 
Date: Mar 27, 2024 || User: 41975 || Instance: Do 1 thing! Change that sentence into: "Because i want 2 concentrate in my educational career im leaving here.." 
Date: Jul 12, 2024 || User: 82012 || Instance: Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow 
Date: Sep 13, 2023 || User: 74407 || Instance: Am in gobi arts college 
Date: May 25, 2022 || User: 85946 || Instance: Where do you need to go to get it? 
Date: Jun 19, 2024 || User: 27239 || Instance: HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call 
Date: Sep 29, 2024 || User: 84121 || Instance: Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW 
Date: Aug 04, 2024 || User: 87021 || Instance: Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that " &lt;#&gt;  lac crore" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m." 
Date: Mar 01, 2023 || User: 59719 || Instance: Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114 
Date: May 03, 2023 || User: 23844 || Instance: Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk 
Date: Apr 28, 2022 || User: 71074 || Instance: Lara said she can loan me  &lt;#&gt; . 
Date: Mar 23, 2025 || User: 78655 || Instance: Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx. 
Date: Apr 20, 2024 || User: 57417 || Instance: Tell me whos this pls:-) 
Date: Apr 25, 2023 || User: 74010 || Instance: Can ü call me at 10:10 to make sure dat i've woken up... 
Date: Aug 26, 2023 || User: 51846 || Instance: You will be receiving this week's Triple Echo ringtone shortly. Enjoy it! 
Date: Apr 16, 2025 || User: 24634 || Instance: Ew are you one of them? 
Date: Mar 12, 2023 || User: 22695 || Instance: from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop 
